LOCALITY,ORDER,SUBORDER.SUPERFAMILY,FAMILY,SUBFAMILY.TRIBE,GROUP.NAME,GENUSSPECIES,GENUS,SPECIES,CODE,TAXON.CODE,IDNUMBER,ELEMENT,DESCRIPT,MINIMUM.AGE,MAXIMUM.AGE,AVERAGE.AGE,HYP,HOD,BUN,SF,OT,LOP,LOPT,AL,OL,ALX,LAT,LONG,FORMATION,REFERENCE SECTION,PALEOMAG SECTION
Y0207,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Hippopotamodon sivalense,Hippopotamodon,sivalense,0,45170550    038  007,Y  5077,Metapodial,DISTLAT EPIPU,9.35,9.379,9.365,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas
Y0207,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,indet.,Rhinocerotidae,indet. indet.,indet.,indet.,0,451812      001  001,Y  5076,Upper Molar,FRAGMI      BW,9.35,9.379,9.365,1.2,1,0,0,0.1,1.1,1.9,0.9,1,0,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas
Y0207,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Elachistoceras khauristanensis,Elachistoceras,khauristanensis,0,45172012    033  026,Y  5004,Mandible,LFRAGEDENT   B,9.35,9.379,9.365,2,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas
Y0207,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,Sivalhippus nagriensis,Sivalhippus,nagriensis,0,45180221    062  166,Y  5089,Lower Molar,LINC MI      BW,9.35,9.379,9.365,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas
Y0207,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Miotragocerus pilgrimi,Miotragocerus,pilgrimi,0,45172012    117  041,Y  5003,Lower Premolar,RINC P4      BW,9.35,9.379,9.365,1,1,0,0,0,2,0,1,1,0,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas
Y0207,Primates,Euprimates,Hominidae,Sugrivapithecini,"Hominoidea, i.s.",Sivapithecus sivalensis,Sivapithecus,sivalensis,0,45051010    002  002,Y  5001,Lower Molar,RINC M2      UW,9.35,9.379,9.365,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas
Y0207,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,Sivalhippus theobaldi,Sivalhippus,theobaldi,0,45180221    062  039,Y  5089,Lower Premolar,RINC P4      BU,9.35,9.379,9.365,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas
Y0207,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium majus,Dorcatherium,majus,0,45171600    054  037,Y  5011,Calcaneum,LINC         B,9.35,9.379,9.365,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas
Y0211,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Microbunodontinae,Microbunodontinae,Microbunodon milaensis,Microbunodon,milaensis,0,45170820    103  186,Y  5124,Lower Premolar,RINC P2      BW,9.317,9.341,9.329,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Proboscidea,Deinotherioidea,Deinotheriidae,Deinotheriinae,Deinotheriidae,Deinotherium indet.,Deinotherium,indet.,0,45151100    030  017,Y 13722,Indet. Molar,FRAGMI      B,9.317,9.341,9.329,1,1,0,0,0,0,2,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Proboscidea,Elephantoidea,indet.,indet.,Elephantoidea,indet. indet.,indet.,indet.,0,45152       001  001,Y  5269,Phalanx,COMP2ND PROXU,9.317,9.341,9.329,1.2,3,0,0,0.2,0,6.4,0,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Artiodactyla,Giraffoidae,Giraffidae,Giraffinae,Giraffinae,Giraffa punjabiensis,Giraffa,punjabiensis,0,45171737    102  020,Y 15618,Phalanx,COMPMED PROXU,9.317,9.341,9.329,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Artiodactyla,Giraffoidae,Climacoceratidae,indet.,Climacoceratidae,Climacoceras indet.,Climacoceras,indet.,0,4517172     363  183,Y  5196,Horn Core / Ossicone,FRAG        B,9.317,9.341,9.329,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Primates,Euprimates,Hominidae,Sugrivapithecini,"Hominoidea, i.s.",Sivapithecus sivalensis,Sivapithecus,sivalensis,0,45051010    002  002,Y  5260,Upper Molar,RINC M1      UW,9.317,9.341,9.329,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Artiodactyla,Bovoidea,Bovidae,Bovinae,?Bovini,Pachyportax falconeri,Pachyportax,falconeri,0,45172013    206  049,Y  5203,Cuneiform,RCOMP        U,9.317,9.341,9.329,3,1,0,0,0,2,0,1,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Propotomochoerus hysudricus,Propotomochoerus,hysudricus,0,45170550    056  028,Y  5104,Tibia,LDIST        B,9.317,9.341,9.329,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcabune nagrii,Dorcabune,nagrii,0,45171600   ?053  036,Y  5161,Phalanx,COMPMED PROXU,9.317,9.341,9.329,1,1,0,0,0,0,2,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Artiodactyla,Giraffoidae,Giraffidae,Sivatheriinae,Sivatheriinae,Libytherium indet.,Libytherium,indet.,0,45171735   ?107  314,Y  5198,Horn Core / Ossicone,INC         B,9.317,9.341,9.329,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Miotragocerus pilgrimi,Miotragocerus,pilgrimi,0,45172012    117  041,Y  5208,Navicular-Cuboid,LCOMP        U,9.317,9.341,9.329,1,1,0,0,0,2,0,1,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Bothriodontinae,Bothriodontinae,Merycopotamus medioximus,Merycopotamus,medioximus,0,45170830    052  200,Y  5122,Mandible,LINC M2-M3   BW,9.317,9.341,9.329,1,1,0,0,0,0,2,0,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Elasmotheriina,Elasmotheriina,Caementodon oettingenae,Caementodon,oettingenae,0,451812211   193  128,Y  5296,Scaphoid,LCOMP        U,9.317,9.341,9.329,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Siamotragulus nagrii,Siamotragulus,nagrii,0,45171600    352  036,Y  5287,Lower Molar,LINC M3      BW,9.317,9.341,9.329,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium majus,Dorcatherium,majus,0,45171600    054  037,Y  5143,Metatarsal,RPROX3/4     B,9.317,9.341,9.329,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Artiodactyla,Bovoidea,Bovidae,Antilopinae,Antilopini,Gazella lydekkeri,Gazella,lydekkeri,0,45172042    055  013,Y  5126,Radius,LPROX        B,9.317,9.341,9.329,2,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,Sivalhippus nagriensis,Sivalhippus,nagriensis,0,45180221    062  166,Y  5168,Upper Molar,LINC M1      BW,9.317,9.341,9.329,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Artiodactyla,Giraffoidae,Giraffidae,Sivatheriinae,Sivatheriinae,Bramatherium megacephalum,Bramatherium,megacephalum,0,45171735    050  034,Y 47463,Horn Core / Ossicone,INC         B,9.317,9.341,9.329,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Artiodactyla,Bovoidea,Bovidae,Antilopinae,Reduncini,Kobus indet.,Kobus,indet.,0,45172043    324  182,Y  5233,Astragalus,LCOMP        U,9.317,9.341,9.329,3,1,0,1,0,2,0,0,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Elachistoceras khauristanensis,Elachistoceras,khauristanensis,0,45172012    033  026,Y 13716,Lower Molar,RINC M3      BW,9.317,9.341,9.329,2,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Hippopotamodon sivalense,Hippopotamodon,sivalense,0,45170550    038  007,Y  5212,Mandible,LINC M1      BW,9.317,9.341,9.329,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Artiodactyla,Giraffoidae,Giraffidae,Okapiinae,Okapiinae,Ua pilbeami,Ua,pilbeami,0,45171734  cf374  095,Y  5199,Horn Core / Ossicone,INC         B,9.317,9.341,9.329,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0211,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,Sivalhippus theobaldi,Sivalhippus,theobaldi,0,45180221    062  039,Y  5114,Upper Premolar,RINC P4      BW,9.317,9.341,9.329,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0212,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Teleoceratina,Teleoceratina,Chilotherium intermedium,Chilotherium,intermedium,0,451812112   081  046,Y  5709,Metacarpal,LPROX4TH     B,9.337,9.389,9.363,1,1,0,0,0,1,2,1,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0212,Artiodactyla,Giraffoidae,Giraffidae,Sivatheriinae,Sivatheriinae,Bramatherium megacephalum,Bramatherium,megacephalum,0,45171735    050  034,Y  7459,Maxilla,LINC P3-M2   BE,9.337,9.389,9.363,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0212,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Rhinocerotina,Rhinocerotina,Gaindatherium indet.,Gaindatherium,indet.,0,451812111   082  017,Y  5701,Lower Premolar,LCOMPP4      UV,9.337,9.389,9.363,1,1,0,0,0,1,2,1,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0212,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Elachistoceras khauristanensis,Elachistoceras,khauristanensis,0,45172012    033  026,Y  5250,Femur,LDIST        B,9.337,9.389,9.363,2,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0212,Artiodactyla,Bovoidea,Bovidae,Antilopinae,Reduncini,Kobus indet.,Kobus,indet.,0,45172043    324  182,Y  5245,Horn Core / Ossicone,LINC         B,9.337,9.389,9.363,3,1,0,1,0,2,0,0,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0212,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium indet.,Dorcatherium,indet.,0,45171600    054  308,Y  5697,Calcaneum,LINC         B,9.337,9.389,9.363,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0212,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Miotragocerus pilgrimi,Miotragocerus,pilgrimi,0,45172012    117  041,Y  5695,Maxilla,LINC DP2-M3  BE,9.337,9.389,9.363,1,1,0,0,0,2,0,1,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0212,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,Sivalhippus nagriensis,Sivalhippus,nagriensis,0,45180221    062  166,Y  5246,Lower Molar,RINC M2      BW,9.337,9.389,9.363,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0212,Perissodactyla,Chalicotherioidea,Chalicotheriidae,Chalicotheriinae,Anisodontini,Anisodon salinus,Anisodon,salinus,0,45180421    032  023,Y  5703,Phalanx,COMP?   PROXU,9.337,9.389,9.363,1,1,0,0,0,1,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0213,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,indet.,Rhinocerotidae,indet. indet.,indet.,indet.,0,451812      001  001,Y  5670,Indet. Incisor,FRAGII,9.379,9.423,9.401,1.2,1,0,0,0.1,1.1,1.9,0.9,1,0,NA,NA,Dhok Pathan,Gandakas,Gandakas
Y0213,Artiodactyla,Giraffoidae,indet.,indet.,Giraffoidae,indet. indet.,indet.,indet.,0,451717      001  001,Y  5667,Radius,LDIST        B,9.379,9.423,9.401,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Gandakas,Gandakas
Y0213,Proboscidea,Elephantoidea,indet.,indet.,Elephantoidea,indet. indet.,indet.,indet.,0,45152       001  001,Y  5668,Indet. Molar,FRAGMI      BW,9.379,9.423,9.401,1.2,3,0,0,0.2,0,6.4,0,1,0,NA,NA,Dhok Pathan,Gandakas,Gandakas
Y0213,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Hippopotamodon sivalense,Hippopotamodon,sivalense,0,45170550    038  007,Y  5678,Radius,RPROX        B,9.379,9.423,9.401,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Gandakas,Gandakas
Y0213,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,indet. indet.,indet.,indet.,0,45180221    001  001,Y  5666,Lower Molar,LINC MI      BW,9.379,9.423,9.401,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Gandakas,Gandakas
Y0213,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Miotragocerus pilgrimi,Miotragocerus,pilgrimi,0,45172012    117  041,Y  5664,Mandible,LINC P3-M2   BW,9.379,9.423,9.401,1,1,0,0,0,2,0,1,1,0,NA,NA,Dhok Pathan,Gandakas,Gandakas
Y0213,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Propotomochoerus hysudricus,Propotomochoerus,hysudricus,0,45170550    056  028,Y  5669,Mandible,LINC         B,9.379,9.423,9.401,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Gandakas,Gandakas
Y0215,Proboscidea,Elephantoidea,indet.,indet.,Elephantoidea,indet. indet.,indet.,indet.,0,45152       001  001,Y  5810,Indet. Molar,FRAGMI      BW,8.362,8.599,8.481,1.2,3,0,0,0.2,0,6.4,0,1,0,N 33 16.505,E 72 39.885,Dhok Pathan,Kaulial Kas,Kaulial Kas
Y0215,Artiodactyla,Bovoidea,Bovidae,Bovinae,?Bovini,Pachyportax dhokpathanensis,Pachyportax,dhokpathanensis,0,45172013    206  235,Y  5813,Upper Molar,LINC M3      BW,8.362,8.599,8.481,3,1,0,1,0,2,0,0,1,0,N 33 16.505,E 72 39.885,Dhok Pathan,Kaulial Kas,Kaulial Kas
Y0215,Artiodactyla,Giraffoidae,Giraffidae,Sivatheriinae,Sivatheriinae,Decennatherium asiaticum,Decennatherium,asiaticum,0,45171735    250  197,Y  5807,Phalanx,COMPMED PROXU,8.362,8.599,8.481,1,1,0,0,0,2,0,1,0,1,N 33 16.505,E 72 39.885,Dhok Pathan,Kaulial Kas,Kaulial Kas
Y0215,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,Sivalhippus perimensis,Sivalhippus,perimensis,0,45180221    062cf263,Y  5816,Lower Premolar,LINC P4      BW,8.362,8.599,8.481,3,1,0,0,1,2,0,0,1,0,N 33 16.505,E 72 39.885,Dhok Pathan,Kaulial Kas,Kaulial Kas
Y0215,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Hippopotamodon sivalense,Hippopotamodon,sivalense,0,45170550    038  007,Y  5806,Mandible,RINC         B,8.362,8.599,8.481,1,1,1,0,0,0,0,0,0,0,N 33 16.505,E 72 39.885,Dhok Pathan,Kaulial Kas,Kaulial Kas
Y0215,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,indet.,Rhinocerotidae,indet. indet.,indet.,indet.,0,451812      001  001,Y  5809,Lower Incisior,INC I2      B,8.362,8.599,8.481,1.2,1,0,0,0.1,1.1,1.9,0.9,1,0,N 33 16.505,E 72 39.885,Dhok Pathan,Kaulial Kas,Kaulial Kas
Y0216,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Siamotragulus indet.,Siamotragulus,indet.,0,45171600    352  001,Y  6029,Humerus,RSHFT    DIAPB,9.522,9.66,9.591,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas
Y0216,Proboscidea,Elephantoidea,indet.,indet.,Elephantoidea,indet. indet.,indet.,indet.,0,45152       001  001,Y  6019,Upper Incisor,FRAGII      BV,9.522,9.66,9.591,1.2,3,0,0,0.2,0,6.4,0,1,0,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas
Y0216,Artiodactyla,Bovoidea,Bovidae,Bovinae,?Bovini,Pachyportax falconeri,Pachyportax,falconeri,0,45172013    206  049,Y  7115,Astragalus,LCOMP        U,9.522,9.66,9.591,3,1,0,0,0,2,0,1,1,0,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas
Y0216,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Propotomochoerus hysudricus,Propotomochoerus,hysudricus,0,45170550    056  028,Y  6024,Metacarpal,RPROX4TH     U,9.522,9.66,9.591,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas
Y0216,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Bothriodontinae,Bothriodontinae,Merycopotamus medioximus,Merycopotamus,medioximus,0,45170830    052  200,Y  6023,Phalanx,COMPLAT MED U,9.522,9.66,9.591,1,1,0,0,0,0,2,0,1,0,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas
Y0216,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Miotragocerus pilgrimi,Miotragocerus,pilgrimi,0,45172012    117  041,Y  6012,Mandible,RINC P2-M3   BW,9.522,9.66,9.591,1,1,0,0,0,2,0,1,1,0,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas
Y0216,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,indet. indet.,indet.,indet.,0,45180221    001  001,Y  6017,Ectocuneiform,LINC         B,9.522,9.66,9.591,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas
Y0216,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,indet.,Rhinocerotidae,indet. indet.,indet.,indet.,0,451812      001  001,Y  7111,Indet. Molar,FRAGMI      BW,9.522,9.66,9.591,1.2,1,0,0,0.1,1.1,1.9,0.9,1,0,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas
Y0216,Artiodactyla,Giraffoidae,indet.,indet.,Giraffoidae,indet. indet.,indet.,indet.,0,451717      001  001,Y  6036,Cuneiform,LCOMP        U,9.522,9.66,9.591,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas
Y0218,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,Sivalhippus indet.,Sivalhippus,indet.,0,45180221    062  017,Y 15377,Upper Premolar,RINC P4      BU,9.551,9.648,9.6,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas
Y0218,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Bothriodontinae,Bothriodontinae,Merycopotamus medioximus,Merycopotamus,medioximus,0,45170830    052  200,Y  6059,Metacarpal,LPROX3RD     B,9.551,9.648,9.6,1,1,0,0,0,0,2,0,1,0,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas
Y0218,Artiodactyla,Bovoidea,Bovidae,Bovinae,?Bovini,Pachyportax falconeri,Pachyportax,falconeri,0,45172013    206  049,Y 15391,Lower Incisior,RCOMPI1      UW,9.551,9.648,9.6,3,1,0,0,0,2,0,1,1,0,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas
Y0218,Artiodactyla,Giraffoidae,indet.,indet.,Giraffoidae,indet. indet.,indet.,indet.,0,451717      001  001,Y  6062,Metapodial,PROX3/4,9.551,9.648,9.6,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Ratha Kas,Ratha Kas
Y0221,Artiodactyla,Bovoidea,Bovidae,Bovinae,?Bovini,Pachyportax falconeri,Pachyportax,falconeri,0,45172013    206  049,Y  6761,Upper Molar,LINC MI      UW,9.346,9.387,9.367,3,1,0,0,0,2,0,1,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0221,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium majus,Dorcatherium,majus,0,45171600    054  037,Y  6766,Upper Molar,LFRAGMI      BU,9.346,9.387,9.367,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0221,Artiodactyla,Bovoidea,Bovidae,Antilopinae,Antilopini,Gazella lydekkeri,Gazella,lydekkeri,0,45172042    055  013,Y  6161,Skull,INC EDENT   B,9.346,9.387,9.367,2,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0221,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,indet.,Rhinocerotidae,indet. indet.,indet.,indet.,0,451812      001  001,Y  6806,Indet. Molar,FRAGMI      BW,9.346,9.387,9.367,1.2,1,0,0,0.1,1.1,1.9,0.9,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0221,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Elachistoceras khauristanensis,Elachistoceras,khauristanensis,0,45172012    033  026,Y  6126,Metatarsal,DIST3/4     B,9.346,9.387,9.367,2,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0221,Artiodactyla,Bovoidea,Bovidae,Antilopinae,Reduncini,Kobus indet.,Kobus,indet.,0,45172043    324  182,Y  6794,Femur,RCOMP        B,9.346,9.387,9.367,3,1,0,1,0,2,0,0,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0221,Artiodactyla,Giraffoidae,Giraffidae,Sivatheriinae,Sivatheriinae,Libytherium proton,Libytherium,proton,0,45171735    107  279,Y  7024,Horn Core / Ossicone,INC         B,9.346,9.387,9.367,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0221,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Bothriodontinae,Bothriodontinae,Merycopotamus medioximus,Merycopotamus,medioximus,0,45170830    052  200,Y  6822,Upper Premolar,INC P4      BU,9.346,9.387,9.367,1,1,0,0,0,0,2,0,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0221,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,Sivalhippus theobaldi,Sivalhippus,theobaldi,0,45180221    062  039,Y  6757,Metatarsal,LPROX3RD     B,9.346,9.387,9.367,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0221,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Miotragocerus pilgrimi,Miotragocerus,pilgrimi,0,45172012    117  041,Y  6079,Humerus,LDIST        B,9.346,9.387,9.367,1,1,0,0,0,2,0,1,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0221,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Hippopotamodon sivalense,Hippopotamodon,sivalense,0,45170550    038  007,Y  6076,Maxilla,RINC M3      BW,9.346,9.387,9.367,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0221,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,Sivalhippus nagriensis,Sivalhippus,nagriensis,0,45180221    062  166,Y  6078,Lower Molar,RINC M2      WW,9.346,9.387,9.367,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0221,Primates,Euprimates,Hominidae,Sugrivapithecini,"Hominoidea, i.s.",Sivapithecus sivalensis,Sivapithecus,sivalensis,0,45051010    002  002,Y  6758,Upper Molar,LINC M3      UW,9.346,9.387,9.367,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0221,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Propotomochoerus hysudricus,Propotomochoerus,hysudricus,0,45170550    056  028,Y  6114,Mandible,LINC         B,9.346,9.387,9.367,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0224,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,indet.,Rhinocerotidae,indet. indet.,indet.,indet.,0,451812      001  001,Y  6168,Indet. Incisor,INC II,9.38,9.421,9.401,1.2,1,0,0,0.1,1.1,1.9,0.9,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0224,Artiodactyla,Bovoidea,Bovidae,Bovinae,?Bovini,Pachyportax falconeri,Pachyportax,falconeri,0,45172013    206  049,Y  6180,Lower Molar,RINC MI      BW,9.38,9.421,9.401,3,1,0,0,0,2,0,1,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0224,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Hippopotamodon sivalense,Hippopotamodon,sivalense,0,45170550    038  007,Y  7426,Phalanx,INC ?   MED,9.38,9.421,9.401,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0224,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,Sivalhippus nagriensis,Sivalhippus,nagriensis,0,45180221    062  166,Y  6186,Calcaneum,LCOMP        U,9.38,9.421,9.401,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
Y0224,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Bothriodontinae,Bothriodontinae,Merycopotamus medioximus,Merycopotamus,medioximus,0,45170830    052  200,Y  6169,Maxilla,LINC M1-M2   BW,9.38,9.421,9.401,1,1,0,0,0,0,2,0,1,0,NA,NA,Dhok Pathan,Dinga Kas,Dinga Kas
